parent_asin,product_type,title,average_rating,rating_number,price,store,categories,features,description
B09MVVW7GN,headphones,"Doubc Wireless Earbuds, BT 5.1 Sport Headphones with IP7 Waterproof, 50H Playtime BT Earbuds Noise Cancelling with Hi-Fi Stereo and Built-in Mic, Running Earphones with Earhooks for Workout.",4.1,3323,,Doubc,"[""Electronics"", ""Headphones, Earbuds & Accessories"", ""Headphones & Earbuds"", ""Earbud Headphones""]","[""BT V5.1 Technology: Doubc wireless earbud adopt the advanced BT 5. 1 technology, which improve the transmission speed, long connection distance and offer you a low-latency listening experience.Take out two or any earphones, they will automatically turn on and connect to the phone, providing fast pairing."", ""IP7 Waterproof and Designed for Sports: IP7 waterproof effortlessly protects the earbud from heavy rain or sweat during intense workouts and all-weather conditions. Doubc sports wireless earphones use an ergonomic and flexible ear-hook design, so that your running headphones will not fall during strenuous exercise such as running or cycling. Ideal for sports, running, jogging, travel etc."", ""Hi-Fi Stereo Sound and Noise cancellation: Doubc wireless running headphones equipped with 10mm high-sensitivity diaphragm delivers clearly superior stereo sound with powerful bass and immerse yourself in the wonderful world of music. Besides, CVC 8.0 Noise cancellation technology accurately extract your voice while filtering the noise, restore audio authenticity and voice dynamics."", ""ype-C Fast Charge and 50 Hours Playtime: These Doubc BT earbud can provide up to 6-8 hours of play time and the lightweight charging case supports 6 times of recharging for earbud wireless headphones, gives up to 50 hours continuous music time. Besides, equipped with Type-C cable that offers you quick and stable wired charging. Never worry about battery life even on long trips."", ""ouch Control and Battery Indicator Light: Easy touch control can brings you a convenient experience to answer phones,switch songs and activate voice assistant , just easily control it by a simple tap on the earbud. There are a total of 4 blue power indicator lights, each of which represents 25% of the power. Due to the presence of the indicator light, you can always pay attention to the remaining power of the Doubc wireless bluetotoh headphones.""]","[""BT V5.1 Technology: Doubc wireless earbud adopt the advanced BT5. 1 technology, which improve the transmission speed, long connection distance and offer you a low-latency listening experience.Take out two or any earphones, they will automatically turn on and connect to the phone, providing fast pairing."", ""IP7 Waterproof and Designed for Sports: IP7 waterproof effortlessly protects the earbud from heavy rain or sweat during intense workouts and all-weather conditions. Doubc sports wireless earphones use an ergonomic and flexible ear-hook design, so that your running headphones will not fall during strenuous exercise such as running or cycling. Ideal for sports, running, jogging, travel etc."", ""Hi-Fi Stereo Sound and Noise cancellation: Doubc wireless running headphones equipped with 10mm high-sensitivity diaphragm delivers clearly superior stereo sound with powerful bass and immerse yourself in the wonderful world of music. Besides, CVC 8.0 Noise cancellation technology accurately extract your voice while filtering the noise, restore audio authenticity and voice dynamics."", ""ype-C Fast Charge and 50 Hours Playtime: These Doubc BT earbud can provide up to 6-8 hours of play time and the lightweight charging case supports 6 times of recharging for earbud wireless headphones, gives up to 50 hours continuous music time. Besides, equipped with Type-C cable that offers you quick and stable wired charging. Never worry about battery life even on long trips."", ""ouch Control and Battery Indicator Light: Easy touch control can brings you a convenient experience to answer phones,switch songs and activate voice assistant , just easily control it by a simple tap on the earbud. There are a total of 4 blue power indicator lights, each of which represents 25% of the power. Due to the presence of the indicator light, you can always pay attention to the remaining power of the Doubc wireless bluetotoh headphones.""]"
B000E5ZNCG,headphones,"Yamaha A-B Box, 7.9 x 7 x 3.1 (RH5Ma)",4.3,213,60.0,YAMAHA,"[""Electronics"", ""Headphones, Earbuds & Accessories"", ""Headphones & Earbuds"", ""Over-Ear Headphones""]","[""Japan import""]","[""Yamaha RH5Ma - supra-aural semi-closed stereo professional monitor headphone. The RH5Ma is an over-the-ear semi-closed headphone that is suitable for studio monitoring, providing ultimate comfort with the urethane leather ear pads. The 40mm drivers produce impressively accurate sound, particularly in the difficult low to mid-low frequencies. A standard eight-foot oxygen-free copper cord Comes with the RH5Ma, and a 1/8\"" Mini-jack and 1/4\"" Tars adapter facilitates connectivity. Supra-aural semi-closed stereo headphone ideal for use both for professional applications, and with portable audio sources such as MP3 or CD players 40mm diameter drive units deliver deep bass with low distortion and wide dynamic range OFC cable provides both 1/8\"" Mini-jack and 1/4\""trs phonon connectivity.""]"
B07VBGH1K4,headphones,Aircom A6 Anti-Radiation Air Tube Headphone - Airflow Audio Technology for Premium Sound and EMF Protection – Wooden Earbuds with Built-in Microphone,3.3,47,,Aircom,"[""Electronics"", ""Headphones, Earbuds & Accessories"", ""Headphones & Earbuds"", ""Earbud Headphones""]","[""PATENTED SOUND EXPERIENCE – The world’s first Airflow earphones. Airflow technology gives the sound waves traveling through the earbuds up to 8x more space to develop. The result is a clearer, more natural, live sound."", ""COMBINES AESTHETICS AND PERFORMANCE – These wood earbuds sound just as good as they look. They’ll deliver rich, natural acoustics with less distortion. These earphones will block out ambient noise too."", ""ENJOY RADIATION-FREE LISTENING – Listen to your favorite tunes with total peace of mind. The EMF-free stereo earphones contain no metal conductors, which virtually eliminates all RF radiation."", ""HANDSFREE IS THE WAY TO BE – Whether you’re chatting with friends and family while driving or walking around, you need to be handsfree. These earphones have a built-in microphone and convenient On/Off switch."", ""COMFORT IN AND OUT OF YOUR EARS - The wooden earphones feel almost weightless and come with multiple size earrings. They also come with Clic-it magnetic end caps, so you don’t have to deal with a tangled mess. Great for wearing around your neck.""]",[]
B0815296T8,headphones,"DLW True Wireless Earbuds Bluetooth 5.0 Headphones, Sports in-Ear TWS Stereo Mini Headset w/Mic HiFi Bass IPX7 Waterproof, One Step Instant Pairing Case Noise Cancelling Earphones (Black)",3.8,537,49.99,DLW,"[""Electronics"", ""Headphones, Earbuds & Accessories"", ""Headphones & Earbuds"", ""Earbud Headphones""]","[""[Truly Wireless Earbuds HD High Fidelity Sound Beats]: True Wireless Stereo Great Gift for Christmas or anyone featuring latest Bluetooth 5 technology and state of the art acoustic components that produce incredible sound quality with deep bass and crystal clear treble."", ""[Enhanced Stable Connection & Instant Pairing]: Upgraded Blackweb Headphones Bluetooth 5.0 and Dual high sensitivity antenna deliver steady connection without call and music dropouts. Never worry about walking away or losing your connection again. Simply take it out of case and it enter pairing mode without messy tricks. Reconnect to your cell phone automatically after initial pairing."", ""[Secure Fit& Mini Design] Extremely light weight(4.5g), mini in-ear design with two earwings in your ear canals snugly and multiple sizes of eartips to block outer surrounding noise, ensure your blackweb headphones stay comfortably firm in place and improve the sports and workout experience."", ""[15 Hours Stereo Streaming, Charge On-The-Go] Great Christmas Gift Get 3-3.5 Hours from a single charge, then boost that to 15-Hr with the included charging case. Enjoy sweatproof and the best noise-cancelling blackweb wireless earbuds at the gym while you exercise.Take either earbud for Mono mode and leave one earbud charging, extend your playtime from 15 hours to 28 hours."", ""[Universal Compatibility]: Compatible with iPhone X 8 7 6 plus, ipod shuffle, ipod nano, Android, Samsung Galaxy, BlackBerry, HTC, iPad Pro, Bluetooth-enabled Cellphones tablets;Perfect for Sports, Workout, Running,Jogging, Gym Exercise,active Audiobooks, Watching TV,or Sleep.""]","[""Bluetooth 5.0 technology: has higher data rate, longer range and higher broadcast capability. It has lower power consumption and more stable than 4.2."", ""True wireless technology: you won't need to tolerate tangled wires anymore."", ""Widely use for sports fitness climb run drive cycling office and so on."", ""Go Free Go Wire-free"", ""Set yourself free from the hassle of tangled cords and Enjoy cutting-edge sound when listening to music or on calls."", ""Great sound quality and low latency"", ""Replay Deep well balanced bass and penetrating treble with barely latency you would never noticed."", ""IPX7 Water-Resistant"", ""With an IPX7 waterproof rating, the headphones can handle sweat or splashes from rain when you’re working out."", ""QUICKSTART GUIDE"", ""1. While earbuds are in the charging case, press and hold the charging case power button. The earbuds will power on and pair with each other. Take the earbuds out of their case."", ""2. Turn the phone Bluetooth on and select the FLY-L."", ""3. After a successful pairing, earbuds will automatically pair with each other and phone next time they are used."", ""See the manual for detailed instructions."", ""This Wireless earbuds ear tips are engineered from a super-soft liquid silicone for exceptional in-ear comfort. Eartips are also available in multiple sizes to ensure everyone has a perfect listening experience."", ""Package Included:"", ""1 x Wireless Bluetooth Headphone With Hook"", ""1 x Charging Case"", ""1 x Charger Cable"", ""1 x User Manual"", ""3 Pairs of eartips with 3 different sizes(S,M,L)""]"
B005FDOG6Q,headphones,JVC HAFR36R Marshmallow Inner Ear Headphones with Microphone and Remote (Red),3.6,32,,JVC,"[""Electronics"", ""Headphones, Earbuds & Accessories"", ""Headphones & Earbuds"", ""Earbud Headphones""]","[""11mm driver"", ""1.2-m cord color cord"", ""Includes microphone & remote""]","[""Soft memory foam earpieces""]"
B01GU446QI,headphones,Bastex Universal Earphone/Ear Buds 3.5mm Stereo Headphones in-Ear Tangle Free Cable with Built-in Microphone Earbuds for iPhone iPod iPad Samsung Android Mp3 Mp4 and More-Gold/Black,3.8,183,6.99,Bastex,"[""Electronics"", ""Headphones, Earbuds & Accessories"", ""Headphones & Earbuds"", ""Earbud Headphones""]","[""Bastex Premium Quality Universal Earbuds Compatible with all 3.5 mm audio jack smartphones and devices, including full range of Samsung Galaxy S7,S7 Edge,S5,S6, Alpha, Core Prime, iPhone 5,5c,5s,6,6+, iPod 5,6, BLU Advance, BLU Studio, LG G3, LG G5,LG V10, LG Leon, LG C40 and more Android Smart Phones and devices."", ""These Soft ear buds fit comfortably in your ears, while their closed design helps to reduce background noise and distortion."", ""This earbud set delivers excellent sound quality."", ""The headset features an easy-to-use control button, so you can answer or end phone calls and pause or play music, all with a single touch."", ""Lightweight design,easy to take along in your pocket or bags. Constructed of durable metal, and round anti-tangle heavy duty wire.""]","[""Don't get caught up in untangling your cords anymore, with the new anti-tangle universal ear buds from Bastex. This premium quality headset is compatible with all 3.5 mm audio jacks making it an accessory to most mobile devices, hand held DVD players, and virtually any audio device with a 3.5mm input jack. Use it anywhere one is available. No more spending needless time trying to untangle your head phones when your ready to use audio media. In addition, their super soft buds are designed to fit comfortably in your ears, yet fitting snugly enough to drown out back ground noise and distortion. Not only do these ear buds sport these nice convenient features but it also has an easy to use control button which allows for ease of use when answering calls, or simply adjusting your volume. Their lightweight design combined with all these features makes them a must have pick when looking for good quality ear buds.""]"
B00CN48XMI,headphones,S9Q Wireless Headphones Handsfree Bluetooth Headset,3.7,145,,Generic,"[""Electronics"", ""Headphones, Earbuds & Accessories"", ""Headphones & Earbuds"", ""Earbud Headphones""]","[""The lightweight headset uses Bluetooth wireless technology."", ""Bluetooth wireless technology enables hand-free control over your mobile phone."", ""The elegant yet discreet headset is comfortable to use with an adjustable ear loop."", ""S9Q Wireless S9 Headphones Handsfree H720 Bluetooth Headset""]","[""=»Ø³µ""]"
B071XHD1GH,headphones,EUKYMR Over Ear Headphones,5.0,105,,EUKYMR,"[""Electronics"", ""Headphones, Earbuds & Accessories"", ""Headphones & Earbuds"", ""Over-Ear Headphones""]","[""Designed for ergonomic?The memory foam ear cushion is designed for ergonomic fit while keeping out ambient noise. Both sides of the earmuffs can be stretched with good extensibility, ensure the headset to sit securely and to remain comfortable even during prolonged period of use."", ""Perfect noise isolation?Changeable bass enhances the immersed feeling of shooting, explosion and other sound. Soft closed ear cups cover your ears entirely and cut out external sound effectively, giving you the best sense of participation."", ""High-performance condenser microphone is flexible for exact positioning, which can be adjusted according to your needs and makes communication no obstruction. Spotlight design on the ear cups make it more fantastic.Compatible with Windows XP, Windows 10, Vista, 7, 8, 8.1. MAC Generic Use. No Drivers. Can be applied to three-port gaming devices."", ""Professional modulation:It is equipped with two floating and adjustable head beams, in which there are built-in hardened steel forks. It is sturdy and durable, has resistance to fall off and fatigue resistance. Professional modulation for the tightness of headband makes it possible to automatically fit different head types."", ""About Aftermarket?Have questions please contact us at any time. No worries after purchasing.""]","[""Instructions:Insert the three plugs into computer’s ports.Check if the headset can be identified.Adjust the volume as needed when playing games or listening to audios.For better sound effect, place the headset close to the ears to make them wrapped by the earmuffs. The headset cable and microphone are designed on the left ear side, so the cable is placed on the left when you wear the headset.The ear cupsare designed with automatic flashing light, making it more bright and fascinating when playing games.Specification:Speaker Dimension?50mmImpedance?32 ohmsFrequency Response?20-20KHzSensitivity?113+/-3dBRated Power?15mWCable Length?2.3 mApproximate Weight?365g/0.8lbs""]"
B07CZGFSM2,headphones,"PIONEER Truly Wireless in-Ear Headphones, Black, SE-C8TW(B)",3.5,115,166.77,PIONEER,"[""Electronics"", ""Headphones, Earbuds & Accessories"", ""Headphones & Earbuds"", ""Earbud Headphones""]","[""A truly wireless design (No cables)"", ""Built-in Bluetooth Veer 4.2"", ""Pioneer notification app for Android devices"", ""Approximately 3 hours of continuous playback"", ""Included charging case with 1 hour recharging"", ""3 different ear tip sizes included for the best fit""]","[""Pioneer Truly Wireless in-Ear Headphones, Black, SE-C8TW(B)""]"
B0B7DX6WX9,headphones,"YHT Bluetooth 5.2 Wireless Earbuds, Clear Call Noise Cancelling with 4 Microphones Wireless in Ear Headphones, LED Power Display HiFi Stereo Sound Earphones Compatible for iPhone Android, Black",4.0,32,19.99,YHT,"[""Electronics"", ""Headphones, Earbuds & Accessories"", ""Headphones & Earbuds"", ""Earbud Headphones""]","[""【Clear Call with 4-Mics Noise Reduction】Built-in 2 microphones in each earbud, 4 mics with environmental noise canceling(ENC) technology work together to monitor the sounds around you, YHT M48 true wireless earbuds instantly produce an opposite signal to reduce background noise, help isolate speaking and suppress the most disruptive sound, let you take calls confidently even in a loud environment."", ""【Immersive 3D In-Ear Stereo Sound】These wireless Bluetooth headphones with 13mm speakers and triple-layer composite diaphragms provide powerful bass, stunning treble, and clear mids. In-Ear wireless earphones can support the mono mode and twin stereo mode, you can share the earbuds with your friends and families."", ""【LED Power Display Earbuds】Features with digital power display, Our Bluetooth earbuds allow you to see how much charge the charging case has & the charging status of the headphones. Know the remaining battery of the charging box clearly in percentage (from 1% to 100%) anytime when you open the charging dock."", ""【 50ms Low Latency Game Mode】Designed with 50ms Low Latency game mode for these Bluetooth wireless earbuds to deliver the ultimate mobile gaming audio experience. Designed for gaming adventures, provides ideal gaming audio so you don't miss any game sound effects. Just tap the right earbuds 5 times to switch gaming and music mode."", ""【Comfortable Fit & IPX6 Waterproof】Adopted ergonomic design, YHT headphones wireless Bluetooth brings you a more snug and stable wearing experience. IPX6 waterproof can effectively prevent the earphones from being damaged by the splash of sweat and raindrops. Born for sports, workouts, running, office work, travel, etc.""]",[]
B00GXNX0RS,headphones,NoiseHush N780-11911 Over-The-Head Multi-Point Bluetooth Headset with Charging Base for All Cell Phones and Apple iPad/iPhone - Retail Packaging - Black,3.6,84,,NoiseHush,"[""Electronics"", ""Headphones, Earbuds & Accessories"", ""Headphones & Earbuds"", ""Over-Ear Headphones""]","[""NoiseHush N780 Over-The-Head Multi-Point Bluetooth Headset with Charging Base - Retail""]","[""Naztech Noise Hush N780 Over-The-Head Multi-Point Bluetooth Headset with Charging Base / Bluetooth V2.1 and EDR""]"
B073PZVQMX,headphones,"Waterproof Headphones for Swimming, Waterproof Earbuds with Short Cord, with 3 Type Earbuds for sort of Sports(P.s:Only Waterproof Headphones Without mp3 Player) ÿ",3.4,43,,Sigomatech,"[""Electronics"", ""Headphones, Earbuds & Accessories"", ""Headphones & Earbuds"", ""Earbud Headphones""]","[""100% Waterproof with gold plated stereo jack to prevent corrosion. Waterproof down to 10 feet ( IPX8 waterproof standard)."", ""The short cord headphones is particularly suitable for swimmers for swimming in music, no more wrapping long lengths of cord around goggle straps! One more audio extension cord is for different activities."", ""Different type sizes of earbuds are included, find the best fit to ensure a perfect holding in use and get the best comfort."", ""Great sound under/out water, clear Stereo and Clear Bass deliver deeper, richer sound quality."", ""Compatible for All 3.5mm jack devices; One year warranty fulfilled by Sigomatech (P.S: this is only headphones without MP3 player; Thanks to adapter sigomatech's swimming MP3 in store).""]","[""specification"", ""Driver Unit： Ø9.2mm  Sensitivity：94dB±3dB at 1mW (S.P.L at 1kHZ)Impedance：16Ω±15%"", ""Frequency Range：20Hz - 20kHz"", ""Rated Power：3mWMax. Power：10mW Cable：1200mm"", ""Plug：Ø3.5mm""]"
B0C6M1MQQ9,headphones,"Wireless Earbud, Bluetooth 5.1 Headphones Mini Bluetooth Earbud with HD Mic, Bluetooth Earphones in Ear with USB C Charging Case, IP7 Waterproof Wireless Headphones, Deep Bass, 30H Headset for Sports",4.3,160,17.99,Drsaec,"[""Electronics"", ""Headphones, Earbuds & Accessories"", ""Headphones & Earbuds"", ""Earbud Headphones""]","[""Fast Auto Pairing Technology and Bluetooth 5.1: Bluetooth headphones adopts the most advanced Bluetooth 5.1 technology, which provides more stable connection (15m), faster paring and universal compatibility. No distortion and latency to make your music and phone calls worry free. Simply take the bluetooth headset out of the charging case and they will automatically connect to your phone (after being paired the first time), you will be in your music world in a couple of seconds."", ""Superior Hi-Fi Stereo Sound Quality: Drsaec True wireless earbuds Offers a Truly Natural, Authentic Sound and Powerful Bass Performance with 10mm Large Size Speaker Driver, which produces incredible sound quality with deep bass and crystal clear treble; built-in high quality microphones with noise cancellation for you to enjoy crystal-clear hands-free calls and voice assistant in noisy circumstances."", ""IP7 Waterproof and Sport Fit Design: Certificated with IPX7 waterproof rating and nano-coating material, wireless headphones can prevent any penetration from splash and water, ideal for strenuous workouts and all weather conditions. With ergonomic and sport redesign, I07 Bluetooth earbuds can fit and stay secured in ear canal even with intense movement. Ideal for sweating it out at the gym. Ideal for jogging, running, yoga, sports, gym, cycling etc."", ""Protable Mini Charging Case: The bluetooth earphones alone provide up to 6 hours of high-quality sound output on a single charge, and the included charging case provides an additional 5 charges, providing about 30 hours of total playtime. The upgraded USB-C charging port can provide faster and safer charging. Take it to travel with you, you can enjoy long-lasting music all day and every day."", ""LED Digital Display and Smart Touch Control: Features with touch control sensors, I07 wireless earphones allows you to conveniently power on/off, play/pause, skip songs, enable Siri, answer/hang up, adjust volume and access other functions at the touch of a button. With the individual LED display on the case can help check the power of the bluetooth wireless earbuds and charging case at any time.""]",[]
B08JD2SK66,headphones,OutdoorMaster Wireless Bluetooth 5.0 Helmet Drop-in Headphones HD Speaker Chip Compatible with Audio-Ready Helmet with Built-in Mic for Motorcycling Easy Control Buttons IP45 Sweat-Resistance,4.2,699,,OutdoorMaster,"[""Electronics"", ""Headphones, Earbuds & Accessories"", ""Headphones & Earbuds"", ""Earbud Headphones""]","[""Clean Sound, Clear Highs, Big Bass - OM BT01 is a wired chips equipped with optimally tuned 40mm drivers and CSR chip Bluetooth 5.0 for euphonious resonation with encrypted strong and stable connection ensuring an wonderful shredding journey on the slope."", ""Skiing/Snowboarding Friendly Control - Three glove friendly buttons controls adjust volume, change tracks, play, pause, take calls and use Siri (voice control) through the built-in microphone."", ""A Pair of Chips Understand Skier/Snowboarder - Built-in microphone allows you to get to jamming without missing anytime from the pow to answer missed calls when shredding & riding. Headphone can be charged directly without pulling off from helmet."", ""Universal Helmet Compatibility - Minimal designed headset with 12.2 inch cord fits most audio ready ski/snowboard helmets including Giro, Smith, Burton, K2, POC, Anon and even motorcycle helmets."", ""Rugged Design for All Conditions - OM BT01 wireless headphone made of IP45 sweat-resistance material and tested working perfectly at -20°C/-4°F. Up to 15 hrs play time & 500 hrs standby time.""]",[]
B07Q4SFR3Y,headphones,"VEENAX Fly ANC Wireless Headphones, Active Noise Cancelling Earphones, Bluetooth Sport Earbuds with Mic, Stereo in Ear Headset with Deep Bass for iPhone iPod iPad Android Phones PC Tablet MP3, Black",3.2,72,,VEENAX,"[""Electronics"", ""Headphones, Earbuds & Accessories"", ""Headphones & Earbuds"", ""Earbud Headphones""]","[""【Active Noise Cancelling】 Switch noise control on and reduce the noise up to 22dB, isolate you from the noise in the airplane/subway/office/cafe/bar and other public place. (Note: noise reduction effect will be best in the largest ear tips)"", ""【High Fidelity Sound】 13mm dynamic driver and precise tuning deliver crystal clear mids and treble with punching bass."", ""【Bluetooth 4.2 & Microphone】 Stable wireless connection and built in mic cater to high quality phone calls."", ""【Super Comfort & Secure】 Earpieces are ergonomically designed with oblique angles that match your ear canals,so you can feel comfortable and secure during running or workout."", ""【Long Battery Life】 Single ANC for 6.5 hours, single music play for 4.5 hours, both of ANC and music play for 3.5 hours. Fully charging for 1 hour. (Note: you are enable to switch on noise reduction without turning on earbuds or connection with phones)""]","[""VEENAX ANC Fly Noise Cancelling Headphones, Quiet and Dynamic in the one"", ""Immerse in one-man world with noise reduction mode, and turn into dynamic machine with music mode. With largest ear tips,you will experience better quiet feeling."", ""One Switch To All"", ""No need to turn on the earphones or connected with any devices, just single ANC switch makes your quiet day."", ""Music Pulse"", ""Hi-Res audio is delivered through customized 13 mm drivers for ultimate music tour, from layered mids and treble to punching bass, no doubt about its sound experience."", ""Answer Your Call"", ""An inline remote allows effortless controls of your music while providing clear phone calls."", ""Tailor Your Fit"", ""Ergonomic designed earpieces with oblique angles that match your ear canals in total comfortable and secure fit. S/M/L Ear Tips and Ear Hooks allow you to customize your hold."", ""What's In The Box"", ""1x VEENAX ANC Fly Earbuds1x S/M/L Ear Tips (1 x already on the headset) 1x S/M/L Ear Hooks (1 x already on the headset) 1x Magnetic Charging Cable1x Travel Pouch1x User Manual 1x Customer Support"", ""Note:"", ""Playtime varies according to volume level and audio content.""]"
B07QDNYWJJ,headphones,"STLDM Galaxy Tab A 8.0 Case 2018,Full Body Heavy Duty Cover Case with Built-in Screen Protector,Rotating Stand,Hand Strap and Shoulder Strap for Samsung Galaxy Tab A 8.0 SM-T387 Black Purple",4.0,27,,STLDM,"[""Electronics"", ""Headphones, Earbuds & Accessories"", ""Headphones & Earbuds"", ""Earbud Headphones""]",[],[]
B0BFPXPD7W,headphones,"MIGGOING Wireless Earbuds, Bluetooth Headphones with Microphone, IPX7 Waterproof, 35H Playtime, High-Fidelity Stereo Earphones,Compatible with Apple/iOS/Android,for Running/Fitness/Work - Pink",3.5,28,,MIGGOING,"[""Electronics"", ""Headphones, Earbuds & Accessories"", ""Headphones & Earbuds"", ""Earbud Headphones""]","[""HiFi True Wireless Stereo Earbuds: The Bluetooth earbuds come with a 13mm vibrating diaphragm and HD rendering technology that produces incredible sound quality and crystal-clear highs."", ""Lightweight and Comfortable Design -The wireless earbuds adopting a 35° tilted in-ear,are ultra-lightweight that look and feel it doesn't exist in your ear. They fit well into the ears and they are easy to take on and off, you aren't scared of losing them while moving their head too vigorously."", ""Advanced Bluetooth 5.0 Technology-The wireless headsets use(pop-ups)industry-leading Bluetooth technology to maintain accurate, distortion-free connectivity within 40 feet (15 meters),They instantly connect to Phone, iPad, Mac, Android etc.smartphones and tablets,Just turn on your phone or your computer's Bluetooth device to connect automatically to the headset."", ""Ultra-large Battery Capacity-The Portable 1000mAh Charging Box Can Provide Charging Anytime,Earbuds 100mAh.Headset Can In Charging Box Charge For About 4-5 Bout. Usually Headset Can Support 5-6 Hours of Music Time When is Fully Charged, Which Means The Usage Time is Extended to 35 Hours.(And the Standby Time is Over 100 Hours 100% Wireless Experience For a Long Time.)"", ""IPX7 Waterproof: Bluetooth earbuds with advanced IPX7 waterproof level, with waterproof and sweat proof, you can use it in any weather without worrying about damaging the headset. Note: Not supported for use while swimming.""]","[""Multi-function touch: ✔ Music play / pause, switch songs. Make a call / hang up, activate Siri, etc. Easy to carry the charging box:✔ There is a charging box that can be recharged multiple times so that you can continue to listen, so you don't feel burdened when you put it in your bag or pocket. ✔ The headset can be charged at any time using a housing or cable with a recharge function. ✔ If you don't use a wireless headset, you can put the headset in a rechargeable storage box and charge it automatically.Why choose our bluetooth headset？✔ Bluetooth version: V5.0 EDR✔ Wireless range: 50 feet (15 meters)✔ Battery capacity: 100 mAh (one earphone), 1000 mAh (charging box)✔ Fast charging: wireless headset charging takes only 20 minutes, portable charging box only takes 40 minutes✔ Music and call: 4-6 hours available✔ Standby time: 100 hours standby time How to pair the wireless earbuds with your device?1.Open Bluetooth.2.Take out 2 airpods earbuds, they will flash red and blue light. Please wait for 5 seconds before the light of one bud is off to ensure the earbuds connect with each other automatically.3.If you are Android user, open Bluetooth, search and choose This headset to make first pairing.4.The earbuds will make a pair with your devices automatically as soon as you take out 2 earbuds in the next pairing.(If one bud stop working/say foreign language,First, Turn off Bluetooth.Remove the two earbuds from the charging case and double-click the touch point of the bud. Finally, turn on the Bluetooth connection and the problem is solved.Product List:✔Bluetooth wireless touch headset x2✔Portable charging case x1✔USB cable x1""]"
B07HQWWZDX,headphones,"Picun Wireless Headphones [Up to 20 Hrs] Over Ear with Cool & Romantic LED Light, HiFi Stereo Folding Wireless Headphones with HD Mic, Snug Earmuffs, TF Slot & Wired Mode for PC Cellphone (Black)",4.0,50,,Picun,"[""Electronics"", ""Headphones, Earbuds & Accessories"", ""Headphones & Earbuds"", ""Over-Ear Headphones""]","[""Consumer Alert: Most users do not need a license to operate this wireless microphone system. Nevertheless, operating this microphone system without a license is subject to certain restrictions: the system may not cause harmful interference; it must operate at a low power level (not in excess of 50 milliwatts); and it has no protection from interference received from any other device.""]",[]
B0BJ6Z5L8V,headphones,"Wireless Earbuds, Bluetooth 5.3 Headphones 60H Playtime LED Digital Display Charging Case IPX5 Waterproof Earphones in-Ear Ear Buds with Hi-Fi Microphone for Android Cell Phone Computer Laptop Sports",3.8,34,11.99,AITYYOX,"[""Electronics"", ""Headphones, Earbuds & Accessories"", ""Headphones & Earbuds"", ""Earbud Headphones""]","[""【Bluetooth 5.3 Active Noise Cancellation】The wireless earbuds with latest Bluetooth version 5.3 for fast and stable use. It makes the Bluetooth headphones have a stronger signal and sensitive transmission, providing you with an uninterrupted call and music experience as well as noise cancellation. (During the call, make a bilateral pairing to ensure better call quality. )The ear buds restore the exquisite vocal instrumental music, solid and surging drum beats. Experience the surround 3D real music experience from human ear to brain"", ""【One-Step Pairing & Smart Touch Control】First pairing, just open the case, no need to take out earbuds, select \""CS121\"" on your phone's Bluetooth menu, and both ear buds will connect with your phone immediately. Wireless earbuds can auto-connect with your last device next time. Bluetooth earphones with touch control, you can control music play/pause, previous/next track, volume+/-, answer/reject, end calls and enable voice assistance by tapping on earbuds. No need to adjust these on your phone."", ""【Wireless earbuds Charging Case with LED Display】1000 mAh charging case supports 10 times fully charging for wireless earbuds and let you enjoy more than 60 hours music time. Each earbud can get 6 hrs playback on a single charge. Charging case can charge your phone as an emergency power bank. The case is compatible with Type-c and wireless charger. LED power display shows the charging status of earbuds and charging case"", ""【IPX5 Waterproof】 These wireless sport headphones are rating at IPX5 waterproof, the surface of both in ear earbuds is sealed to prevent sweat or rain from entering, and the internal nano-coating to airborne moisture from damaging the components. Protects the Bluetooth earbuds from slight raindrops or sweat during intense workouts. Widely applied to running, exercises, gym, travel, even on a rainy day."", ""【Light Weight and Comfortable Wearing】These wireless bluetooth headphones are small and light. Less than 40g and you can easily carry it everywhere. Ergonomic design fits closely to the ears and wears for a long time. You can also enjoy a comfortable experience. The size is refined to the comfort zone of the finger angle, and the groove is set for easy identification and touch, high-conductivity material is responsive"", ""【Ears Painless Design】Half-in-ear mode is safer and more comfortable than any other in-ear earbuds. What the most important is wireless headphones enable you clearly hear the airline or subway announcements and what people around you are saying without taking off the earbuds wireless bluetooth. The clean appearance look of the noise cancelling earbuds make it not only wireless headphones bluetooth but also a small decoration on your ears. This in ear headphones is very popular and fashion."", ""【Perfect Gifts for family and friends】The CS121 headphones wireless bluetooth is very useful, beautiful and practical, especially suitable as a gift for people different ages who love sports, exercise, and fitness. This bluetooth headphones with microphone also fit for birthdays, anniversaries, Mother's Day, Father's Day, weddings, boyfriend, girlfriend and more. Our wireless earbuds bluetooth is a perfect choice for gift. Own a wireless earphones will make your relationship more harmonious and sweet with family and friends.""]",[]
